time_fs,energy_kcal,C3-H7,O2-H7,O1-O2,C1-O1
385.5,-192355.36029676234,1.005547122788952,2.199496252724533,1.6415622505113432,1.4378108871612834
387.0,-192359.65489374893,1.0094564969641688,2.192616662221732,1.61896720561828,1.4263505847471796
388.5,-192363.15905747138,1.030897961766554,2.258405556546991,1.5880327172488398,1.3955596994589279
390.0,-192363.69068604903,1.0858753381087216,2.3727106079891302,1.5489443226350885,1.3620490958631426
391.5,-192360.11534563138,1.0998001259934134,2.4925522972571272,1.5030790859122922,1.3349148449300678
393.0,-192356.69933825493,1.093742104556306,2.542259417104097,1.4528932842887687,1.3196120015550081
394.5,-192358.56487398795,1.0873358969657148,2.492890307416878,1.4008701827480103,1.3201511601989546
396.0,-192360.38159592752,1.0181632562996303,2.4034402595388054,1.3513365029763769,1.3342873791163756
397.5,-192361.82285052628,0.9834318465002151,2.3220162639442736,1.3120022646754719,1.3539209507871253
399.0,-192363.59744071678,1.0262872157039675,2.283949633597937,1.292673258450029,1.363687286647228
400.5,-192370.4661731543,1.006152486926153,2.341946168293546,1.2997732150701786,1.347988683052255
402.0,-192371.41580853524,1.0127490150317224,2.4220489693597305,1.3297750040650025,1.3107013168324613
403.5,-192368.45149107015,1.082213385763963,2.4424387688015305,1.3719153533586996,1.2751355867026803
405.0,-192369.08414928094,1.0651076949296832,2.428181309637381,1.4151229211112084,1.2654117749060736
406.5,-192372.16631049232,1.045801198385609,2.3940007255468476,1.4513398940616835,1.2924563925005983
408.0,-192371.35555478025,1.0601171700428447,2.3735968644465673,1.4787923217173164,1.3441961913499738
409.5,-192366.9830472133,1.0486978265871536,2.3965568667803185,1.5013700997603507,1.3938381383652723
411.0,-192364.5347038164,1.046525658371913,2.4311748146872234,1.5223340518926762,1.4202914781172984
412.5,-192368.62175411257,1.0216343098141492,2.473210125475173,1.5396063158829487,1.420726251775462
414.0,-192366.9260603235,0.9825401423195541,2.5068775723494374,1.5469590985143704,1.40969622375089
415.5,-192363.44957248252,0.9976783367969136,2.50544374966956,1.5402056385707703,1.4006995555987372
417.0,-192364.53241960905,1.0023406692262407,2.4705558951372733,1.519099248071119,1.3966793502615222
418.5,-192368.21025543305,1.0018356197373128,2.3908041885373326,1.4862737902074987,1.3990744348233797
420.0,-192364.46109566814,1.0313870227087107,2.2828679401425354,1.4478235747879182,1.4071471670436662
421.5,-192356.76677149785,1.035144320127671,2.213269564663653,1.4126295624374665,1.4129719337422564
423.0,-192355.92317220368,1.0421490607316368,2.210052053466755,1.3887630957174686,1.4090840691827196
424.5,-192359.26042670966,1.0493206882317048,2.2692380521557896,1.3796533439669993,1.3942527524350896
426.0,-192357.17305702384,1.0121087139451401,2.3664865417792442,1.3832468877763306,1.3726836382689067
427.5,-192354.54912282518,1.0038241478183847,2.4416372695937354,1.3943120573169185,1.352105642548875
429.0,-192357.1586969188,1.0385622876723286,2.437378952344255,1.4085575679160234,1.338241497769816
430.5,-192364.19792207077,1.0060364929112742,2.3447642173754466,1.4240112966313363,1.332785685388514
